ts,coin,label,mid_price
2026-07-09T19:41:59.079099+00:00,#1891,france_champion_no,0.67693
2026-07-09T19:41:59.079099+00:00,#1990,morocco_champion_yes,0.031915
2026-07-09T19:41:59.079099+00:00,#1991,morocco_champion_no,0.968085
2026-07-09T19:42:04.162525+00:00,#7610,France,0.77481
2026-07-09T19:42:04.162525+00:00,#7611,Morocco,0.22519
2026-07-09T19:42:04.162525+00:00,#1890,france_champion_yes,0.32307
2026-07-09T19:42:04.162525+00:00,#1891,france_champion_no,0.67693
2026-07-09T19:42:04.162525+00:00,#1990,morocco_champion_yes,0.031915
2026-07-09T19:42:04.162525+00:00,#1991,morocco_champion_no,0.968085
2026-07-09T19:42:09.516841+00:00,#7610,France,0.77484
2026-07-09T19:42:09.516841+00:00,#7611,Morocco,0.22516
2026-07-09T19:42:09.516841+00:00,#1890,france_champion_yes,0.32307
2026-07-09T19:42:09.516841+00:00,#1891,france_champion_no,0.67693
2026-07-09T19:42:09.516841+00:00,#1990,morocco_champion_yes,0.031915
2026-07-09T19:42:09.516841+00:00,#1991,morocco_champion_no,0.968085
2026-07-09T19:42:10.006493+00:00,#7610,France,0.77484
2026-07-09T19:42:10.006493+00:00,#7611,Morocco,0.22516
2026-07-09T19:42:10.006493+00:00,#1890,france_champion_yes,0.32307
2026-07-09T19:42:10.006493+00:00,#1891,france_champion_no,0.67693
2026-07-09T19:42:10.006493+00:00,#1990,morocco_champion_yes,0.031915
2026-07-09T19:42:10.006493+00:00,#1991,morocco_champion_no,0.968085
2026-07-09T19:42:14.196576+00:00,#7610,France,0.77484
2026-07-09T19:42:14.196576+00:00,#7611,Morocco,0.22516
2026-07-09T19:42:14.196576+00:00,#1890,france_champion_yes,0.32307
2026-07-09T19:42:14.196576+00:00,#1891,france_champion_no,0.67693
2026-07-09T19:42:14.196576+00:00,#1990,morocco_champion_yes,0.031915
2026-07-09T19:42:14.196576+00:00,#1991,morocco_champion_no,0.968085
2026-07-09T19:42:19.276506+00:00,#7610,France,0.77484
2026-07-09T19:42:19.276506+00:00,#7611,Morocco,0.22516
2026-07-09T19:42:19.276506+00:00,#1890,france_champion_yes,0.32307
2026-07-09T19:42:19.276506+00:00,#1891,france_champion_no,0.67693
2026-07-09T19:42:19.276506+00:00,#1990,morocco_champion_yes,0.031915
2026-07-09T19:42:19.276506+00:00,#1991,morocco_champion_no,0.968085
2026-07-09T19:42:24.519973+00:00,#7610,France,0.77481
2026-07-09T19:42:24.519973+00:00,#7611,Morocco,0.22519
2026-07-09T19:42:24.519973+00:00,#1890,france_champion_yes,0.32307
2026-07-09T19:42:24.519973+00:00,#1891,france_champion_no,0.67693
2026-07-09T19:42:24.519973+00:00,#1990,morocco_champion_yes,0.031915
2026-07-09T19:42:24.519973+00:00,#1991,morocco_champion_no,0.968085
2026-07-09T19:42:26.772862+00:00,#7610,France,0.77539
2026-07-09T19:42:26.772862+00:00,#7611,Morocco,0.22461
2026-07-09T19:42:26.772862+00:00,#1890,france_champion_yes,0.32307
2026-07-09T19:42:26.772862+00:00,#1891,france_champion_no,0.67693
2026-07-09T19:42:26.772862+00:00,#1990,morocco_champion_yes,0.031915
2026-07-09T19:42:26.772862+00:00,#1991,morocco_champion_no,0.968085
2026-07-09T19:42:29.313766+00:00,#7610,France,0.77539
2026-07-09T19:42:29.313766+00:00,#7611,Morocco,0.22461
2026-07-09T19:42:29.313766+00:00,#1890,france_champion_yes,0.32307
2026-07-09T19:42:29.313766+00:00,#1891,france_champion_no,0.67693
2026-07-09T19:42:29.313766+00:00,#1990,morocco_champion_yes,0.031915
