ts,coin,label,book_time_ms,best_bid_before,best_bid_after,best_ask_before,best_ask_after,bid_top_depth_delta,ask_top_depth_delta,bid_top_notional_delta,ask_top_notional_delta,mid_move,spread_before,spread_after,is_impulse
2026-06-30T21:00:22.674004+00:00,#6741,Sweden,1782853220878,0.11667,0.11667,0.11835,0.11835,0.0,-7200.0,0.0,-900.831,0.0,0.001680000000000001,0.001680000000000001,True
2026-06-30T21:00:22.674174+00:00,#1890,france_champion_yes,1782853221403,0.2852,0.2852,0.30336,0.30336,0.0,0.0,0.0,0.0,0.0,0.01816000000000001,0.01816000000000001,False
2026-06-30T21:00:22.674260+00:00,#1891,france_champion_no,1782853221403,0.69664,0.69664,0.7148,0.7148,0.0,0.0,0.0,0.0,0.0,0.018159999999999954,0.018159999999999954,False
2026-06-30T21:00:22.674353+00:00,#2130,sweden_champion_yes,1782853221403,0.00063,0.00063,0.00225,0.00225,0.0,0.0,0.0,0.0,0.0,0.00162,0.00162,False
2026-06-30T21:00:22.674449+00:00,#2131,sweden_champion_no,1782853221403,0.99775,0.99775,0.99937,0.99937,0.0,0.0,0.0,0.0,0.0,0.0016199999999999548,0.0016199999999999548,False
2026-06-30T21:00:22.674539+00:00,#6740,France,1782853221403,0.88165,0.88165,0.88333,0.88333,0.0,0.0,0.0,0.0,0.0,0.0016799999999999038,0.0016799999999999038,False
2026-06-30T21:00:22.674630+00:00,#6741,Sweden,1782853221403,0.11667,0.11667,0.11835,0.11835,0.0,0.0,0.0,0.0,0.0,0.001680000000000001,0.001680000000000001,False
2026-06-30T21:00:22.674782+00:00,#1890,france_champion_yes,1782853221956,0.2852,0.2852,0.30336,0.30336,-313.0,0.0,-88.40279000000001,0.0,0.0,0.01816000000000001,0.01816000000000001,False
2026-06-30T21:00:22.674873+00:00,#1891,france_champion_no,1782853221956,0.69664,0.69664,0.7148,0.7148,0.0,-313.0,0.0,-224.59721000000008,0.0,0.018159999999999954,0.018159999999999954,False
2026-06-30T21:00:22.674964+00:00,#2130,sweden_champion_yes,1782853221956,0.00063,0.00063,0.00225,0.00225,0.0,0.0,0.0,0.0,0.0,0.00162,0.00162,False
2026-06-30T21:00:22.675053+00:00,#2131,sweden_champion_no,1782853221956,0.99775,0.99775,0.99937,0.99937,0.0,0.0,0.0,0.0,0.0,0.0016199999999999548,0.0016199999999999548,False
2026-06-30T21:00:22.675136+00:00,#6740,France,1782853221956,0.88165,0.88165,0.88333,0.88333,0.0,577.0,0.0,510.5635999999995,0.0,0.0016799999999999038,0.0016799999999999038,False
2026-06-30T21:00:22.675232+00:00,#6741,Sweden,1782853221956,0.11667,0.11667,0.11835,0.11835,577.0,0.0,66.43640000000005,0.0,0.0,0.001680000000000001,0.001680000000000001,False
2026-06-30T21:00:22.968531+00:00,#1890,france_champion_yes,1782853222467,0.2852,0.2852,0.30336,0.30336,311.0,0.0,87.90322999999998,0.0,0.0,0.01816000000000001,0.01816000000000001,False
2026-06-30T21:00:22.968649+00:00,#1891,france_champion_no,1782853222467,0.69664,0.69664,0.7148,0.7148,0.0,311.0,0.0,223.09676999999994,0.0,0.018159999999999954,0.018159999999999954,False
2026-06-30T21:00:22.968745+00:00,#2130,sweden_champion_yes,1782853222467,0.00063,0.00063,0.00225,0.00225,0.0,0.0,0.0,0.0,0.0,0.00162,0.00162,False
2026-06-30T21:00:22.968828+00:00,#2131,sweden_champion_no,1782853222467,0.99775,0.99775,0.99937,0.99937,0.0,0.0,0.0,0.0,0.0,0.0016199999999999548,0.0016199999999999548,False
2026-06-30T21:00:22.968910+00:00,#6740,France,1782853222467,0.88165,0.88165,0.88333,0.88333,-275.0,-577.0,-239.5994999999998,-510.5635999999995,0.0,0.0016799999999999038,0.0016799999999999038,False
2026-06-30T21:00:22.969009+00:00,#6741,Sweden,1782853222467,0.11667,0.11667,0.11835,0.11835,-577.0,-275.0,-66.43640000000005,-35.400499999999994,0.0,0.001680000000000001,0.001680000000000001,False
2026-06-30T21:00:23.389835+00:00,#1890,france_champion_yes,1782853222987,0.2852,0.2852,0.30336,0.30336,0.0,0.0,0.0,0.0,0.0,0.01816000000000001,0.01816000000000001,False
2026-06-30T21:00:23.390052+00:00,#1891,france_champion_no,1782853222987,0.69664,0.69664,0.7148,0.7148,0.0,0.0,0.0,0.0,0.0,0.018159999999999954,0.018159999999999954,False
2026-06-30T21:00:23.390147+00:00,#2130,sweden_champion_yes,1782853222987,0.00063,0.00063,0.00225,0.00225,0.0,0.0,0.0,0.0,0.0,0.00162,0.00162,False
2026-06-30T21:00:23.390222+00:00,#2131,sweden_champion_no,1782853222987,0.99775,0.99775,0.99937,0.99937,0.0,0.0,0.0,0.0,0.0,0.0016199999999999548,0.0016199999999999548,False
2026-06-30T21:00:23.390295+00:00,#6740,France,1782853222987,0.88165,0.88165,0.88333,0.88333,7475.0,577.0,6573.8685,510.5635999999995,0.0,0.0016799999999999038,0.0016799999999999038,True
2026-06-30T21:00:23.390390+00:00,#6741,Sweden,1782853222987,0.11667,0.11667,0.11835,0.11835,577.0,7475.0,66.43640000000005,901.1315,0.0,0.001680000000000001,0.001680000000000001,True
2026-06-30T21:00:24.053638+00:00,#1890,france_champion_yes,1782853223592,0.2852,0.2852,0.30336,0.30336,0.0,0.0,0.0,0.0,0.0,0.01816000000000001,0.01816000000000001,False
2026-06-30T21:00:24.053745+00:00,#1891,france_champion_no,1782853223592,0.69664,0.69664,0.7148,0.7148,0.0,0.0,0.0,0.0,0.0,0.018159999999999954,0.018159999999999954,False
2026-06-30T21:00:24.053826+00:00,#2130,sweden_champion_yes,1782853223592,0.00063,0.00063,0.00225,0.00225,0.0,0.0,0.0,0.0,0.0,0.00162,0.00162,False
2026-06-30T21:00:24.053906+00:00,#2131,sweden_champion_no,1782853223592,0.99775,0.99775,0.99937,0.99937,0.0,0.0,0.0,0.0,0.0,0.0016199999999999548,0.0016199999999999548,False
